1	0	0x0ee4437b716fF015c5c261d0F5513b190DEF1b15	2500		89095.85686
2	3271.25	0x0ee4437b716fF015c5c261d0F5513b190DEF1b15	2500		
3	2922.916667	0x0ee4437b716fF015c5c261d0F5513b190DEF1b15	2500		
4	2672.916667	0x0ee4437b716fF015c5c261d0F5513b190DEF1b15	2500		
5	2397.5	0x0ee4437b716fF015c5c261d0F5513b190DEF1b15	2500		
6	2631.25	0x0ee4437b716fF015c5c261d0F5513b190DEF1b15	2500		
7	3076.25	0x0ee4437b716fF015c5c261d0F5513b190DEF1b15	2500		
8	3302.5	0x0ee4437b716fF015c5c261d0F5513b190DEF1b15	2500		
9	3653.333333	0x0ee4437b716fF015c5c261d0F5513b190DEF1b15	2500		
10	4053.333333	0x0ee4437b716fF015c5c261d0F5513b190DEF1b15	2500		
11	4402.5	0x0ee4437b716fF015c5c261d0F5513b190DEF1b15	2500		
12	4651.666667	0x0ee4437b716fF015c5c261d0F5513b190DEF1b15	2500		
13	4775.416667	0x0ee4437b716fF015c5c261d0F5513b190DEF1b15	2500		
14	4859.305471	0x0ee4437b716fF015c5c261d0F5513b190DEF1b15	2500		
15	4959.028458	0x0ee4437b716fF015c5c261d0F5513b190DEF1b15	2500		
16	4957.640304	0x0ee4437b716fF015c5c261d0F5513b190DEF1b15	2500		
17	4840.418	0x0ee4437b716fF015c5c261d0F5513b190DEF1b15	2500		
18	4707.363292	0x0ee4437b716fF015c5c261d0F5513b190DEF1b15	2500		
19	4522.919667	0x0ee4437b716fF015c5c261d0F5513b190DEF1b15	2500		
20	4196.669667	0x0ee4437b716fF015c5c261d0F5513b190DEF1b15	2500		
21	3949.169667	0x0ee4437b716fF015c5c261d0F5513b190DEF1b15	2500		
22	3696.669667	0x0ee4437b716fF015c5c261d0F5513b190DEF1b15	2500		
23	3423.753	0x0ee4437b716fF015c5c261d0F5513b190DEF1b15	2500		
24	3172.086333	0x0ee4437b716fF015c5c261d0F5513b190DEF1b15	2500		
25	0	0x0ee4437b716fF015c5c261d0F5513b190DEF1b15	2500		
26	3271.25	0x0ee4437b716fF015c5c261d0F5513b190DEF1b15	2500		
27	2922.916667	0x0ee4437b716fF015c5c261d0F5513b190DEF1b15	2500		
28	2672.916667	0x0ee4437b716fF015c5c261d0F5513b190DEF1b15	2500		
29	2397.5	0x0ee4437b716fF015c5c261d0F5513b190DEF1b15	2500		
30	2631.25	0x0ee4437b716fF015c5c261d0F5513b190DEF1b15	2500		
31	3076.25	0x0ee4437b716fF015c5c261d0F5513b190DEF1b15	2500		
32	3302.5	0x0ee4437b716fF015c5c261d0F5513b190DEF1b15	2500		
33	3653.333333	0x0ee4437b716fF015c5c261d0F5513b190DEF1b15	2500		
34	4053.333333	0x0ee4437b716fF015c5c261d0F5513b190DEF1b15	2500		
35	4402.5	0x0ee4437b716fF015c5c261d0F5513b190DEF1b15	2500		
36	4651.666667	0x0ee4437b716fF015c5c261d0F5513b190DEF1b15	2500		
37	4775.416667	0x0ee4437b716fF015c5c261d0F5513b190DEF1b15	2500		
38	4859.305471	0x0ee4437b716fF015c5c261d0F5513b190DEF1b15	2500		
39	4959.028458	0x0ee4437b716fF015c5c261d0F5513b190DEF1b15	2500		
40	4957.640304	0x0ee4437b716fF015c5c261d0F5513b190DEF1b15	2500		
41	4840.418	0x0ee4437b716fF015c5c261d0F5513b190DEF1b15	2500		
42	4707.363292	0x0ee4437b716fF015c5c261d0F5513b190DEF1b15	2500		
43	4522.919667	0x0ee4437b716fF015c5c261d0F5513b190DEF1b15	2500		
44	4196.669667	0x0ee4437b716fF015c5c261d0F5513b190DEF1b15	2500		
45	3949.169667	0x0ee4437b716fF015c5c261d0F5513b190DEF1b15	2500		
46	3696.669667	0x0ee4437b716fF015c5c261d0F5513b190DEF1b15	2500		
