1,501.6666667,0x3075BC64d402b33d9dBb06af020d948C492b0359,1000
2,630.5,0x3075BC64d402b33d9dBb06af020d948C492b0359,1000
3,690.5,0x3075BC64d402b33d9dBb06af020d948C492b0359,1000
4,747.45,0x3075BC64d402b33d9dBb06af020d948C492b0359,1000
5,787.2166667,0x3075BC64d402b33d9dBb06af020d948C492b0359,1000
6,820.3333333,0x3075BC64d402b33d9dBb06af020d948C492b0359,1000
7,870.5,0x3075BC64d402b33d9dBb06af020d948C492b0359,1000
8,971.1666667,0x3075BC64d402b33d9dBb06af020d948C492b0359,1000
9,1050.166667,0x3075BC64d402b33d9dBb06af020d948C492b0359,1000
10,1090.5,0x3075BC64d402b33d9dBb06af020d948C492b0359,1000
11,1364,0x3075BC64d402b33d9dBb06af020d948C492b0359,1000
12,1630.5,0x3075BC64d402b33d9dBb06af020d948C492b0359,1000
13,1680.333333,0x3075BC64d402b33d9dBb06af020d948C492b0359,1000
14,1761,0x3075BC64d402b33d9dBb06af020d948C492b0359,1000
15,1870.833333,0x3075BC64d402b33d9dBb06af020d948C492b0359,1000
16,1940.333333,0x3075BC64d402b33d9dBb06af020d948C492b0359,1000
17,1980.333333,0x3075BC64d402b33d9dBb06af020d948C492b0359,1000
18,1979.666667,0x3075BC64d402b33d9dBb06af020d948C492b0359,1000
19,1949.833333,0x3075BC64d402b33d9dBb06af020d948C492b0359,1000
20,1868.833333,0x3075BC64d402b33d9dBb06af020d948C492b0359,1000
21,1698.333333,0x3075BC64d402b33d9dBb06af020d948C492b0359,1000
22,1498.333333,0x3075BC64d402b33d9dBb06af020d948C492b0359,1000
23,1298.333333,0x3075BC64d402b33d9dBb06af020d948C492b0359,1000
24,501.6666667,0x3075BC64d402b33d9dBb06af020d948C492b0359,1000
25,630.5,0x3075BC64d402b33d9dBb06af020d948C492b0359,1000
26,690.5,0x3075BC64d402b33d9dBb06af020d948C492b0359,1000
27,747.45,0x3075BC64d402b33d9dBb06af020d948C492b0359,1000
28,787.2166667,0x3075BC64d402b33d9dBb06af020d948C492b0359,1000
29,820.3333333,0x3075BC64d402b33d9dBb06af020d948C492b0359,1000
30,870.5,0x3075BC64d402b33d9dBb06af020d948C492b0359,1000
31,971.1666667,0x3075BC64d402b33d9dBb06af020d948C492b0359,1000
32,1050.166667,0x3075BC64d402b33d9dBb06af020d948C492b0359,1000
33,1090.5,0x3075BC64d402b33d9dBb06af020d948C492b0359,1000
34,1364,0x3075BC64d402b33d9dBb06af020d948C492b0359,1000
35,1630.5,0x3075BC64d402b33d9dBb06af020d948C492b0359,1000
36,1680.333333,0x3075BC64d402b33d9dBb06af020d948C492b0359,1000
37,1761,0x3075BC64d402b33d9dBb06af020d948C492b0359,1000
38,1870.833333,0x3075BC64d402b33d9dBb06af020d948C492b0359,1000
39,1940.333333,0x3075BC64d402b33d9dBb06af020d948C492b0359,1000
40,1980.333333,0x3075BC64d402b33d9dBb06af020d948C492b0359,1000
41,1979.666667,0x3075BC64d402b33d9dBb06af020d948C492b0359,1000
42,1949.833333,0x3075BC64d402b33d9dBb06af020d948C492b0359,1000
43,1868.833333,0x3075BC64d402b33d9dBb06af020d948C492b0359,1000
44,1698.333333,0x3075BC64d402b33d9dBb06af020d948C492b0359,1000
45,1498.333333,0x3075BC64d402b33d9dBb06af020d948C492b0359,1000
46,1298.333333,0x3075BC64d402b33d9dBb06af020d948C492b0359,1000
47,501.6666667,0x3075BC64d402b33d9dBb06af020d948C492b0359,1000
48,630.5,0x3075BC64d402b33d9dBb06af020d948C492b0359,1000
49,690.5,0x3075BC64d402b33d9dBb06af020d948C492b0359,1000
